"","song.id","bird.id","location","dialect","region","year","distance","duration","bg.OBCZ2000","bg.OBCZ2500","bg.OBCZ3150","bg.OBCZ4000","bg.OBCZ5000","bg.OBCZ6300","bg.OBCZ8000","ambient.LAeq","SENEL.total","SENEL.song","SEL.LZeq","song.bands.OBCZ2000","song.bands.OBCZ2500","song.bands.OBCZ3150","song.bands.OBCZ4000","song.bands.OBCZ5000","song.bands.OBCZ6300","song.bands.OBCZ8000","song.bands.OBCZ2000.SNR","song.bands.OBCZ2500.SNR","song.bands.OBCZ3150.SNR","song.bands.OBCZ4000.SNR","song.bands.OBCZ5000.SNR","song.bands.OBCZ6300.SNR","song.bands.OBCZ8000.SNR"
"SF__BE__.025_00667","SF__BE__.025_00667","BW3_20","BATW","San_Fran","Urban","Y2020",2,2.22,22.791,20.969,19.958,19.142,17.203,8.696,8.677,NA,46.37,45.3,51.321,23.138,22.116,30.314,46.656,41.043,15.968,5.284,-3.116,-2.317,6.892,24.051,20.376,3.809,-6.856
"SF__BE__.025_00152","SF__BE__.025_00152","BW3_20","BATW","San_Fran","Urban","Y2020",2,1.58,20.498,19.281,17.43,17.811,14.689,6.557,7.626,NA,45.123,44.045,50.065,29.28,20.513,21.181,47.726,34.898,9.854,11.868,6.795,-0.754,1.764,27.929,18.222,1.31,2.256
"SF__BE__.035_02194","SF__BE__.035_02194","BW6_20","BATW","San_Fran","Urban","Y2020",5,2.02,31.147,28.498,27.419,26.676,19.504,14.383,11.614,50.5,55.193,54.214,68.193,-47.221,-47.321,52.306,63.438,59.234,42.356,30.248,-81.421,-78.872,21.833,33.709,36.677,24.919,15.581
"SF__BE__.006_04598","SF__BE__.006_04598","BE2_20","BATE","San_Fran","Urban","Y2020",5,1.5,40.908,36.833,32.845,28.825,31.24,29.329,23.477,55.482,52.086,50.101,64.08,42.048,42.355,43.45,54.921,61.14,42.073,31.578,-0.62,3.761,8.844,24.335,28.139,10.983,6.34
"SF__BE__.006_05956","SF__BE__.006_05956","BE2_20","BATE","San_Fran","Urban","Y2020",5,1.4,39.449,36.624,33.63,29.026,30.715,29.27,24.661,57.158,51.432,49.723,63.702,-47.221,-47.321,38.8,53.218,61.54,39.424,-44.921,-88.131,-85.406,3.709,22.73,29.363,8.693,-71.043
"SF__BE__.006_05262","SF__BE__.006_05262","BE2_20","BATE","San_Fran","Urban","Y2020",5,1.38,43.105,39.143,34.356,29.94,31.642,30.339,26.042,56.551,50.739,47.782,61.761,-47.221,-47.321,17.262,51.956,59.572,39.283,-44.921,-91.725,-87.862,-18.493,20.618,26.531,7.545,-72.362
"SF__BE__.006_04036","SF__BE__.006_04036","BE2_20","BATE","San_Fran","Urban","Y2020",5,1.38,40.855,36.752,32.775,28.791,31.157,29.301,23.471,54.876,53.923,52.626,66.606,43.475,-47.321,45.42,54.001,64.679,43.746,-44.921,1.22,-85.472,11.246,23.812,32.124,13.046,-69.79
"SF__BE__.006_03010","SF__BE__.006_03010","BE2_20","BATE","San_Fran","Urban","Y2020",5,1.46,38.463,35.02,31.09,27.054,29.021,26.607,20.614,58.925,51.303,49.602,63.582,53.692,49.711,46.59,55.372,59.002,43.73,37.332,13.585,13.047,13.857,26.675,28.338,15.48,15.075
"SF__BE__.006_02183","SF__BE__.006_02183","BE2_20","BATE","San_Fran","Urban","Y2020",5,1.52,38.463,35.02,31.09,27.054,29.021,26.607,20.614,62.424,52.437,50.925,64.904,56.849,52.018,47.976,52.02,60.469,42.852,39.968,16.567,15.179,15.068,23.148,29.63,14.427,17.536
"SF__BE__.006_09470","SF__BE__.006_09470","BE2_20","BATE","San_Fran","Urban","Y2020",5,1.36,42.25,38.7,34.78,30.522,32.746,31.458,26.804,56.411,56.521,55.366,69.345,46.879,40.888,47.94,58.046,67.346,46.36,29.81,3.294,0.853,11.824,26.189,33.265,13.566,1.67
"SF__BE__.006_08827","SF__BE__.006_08827","BE2_20","BATE","San_Fran","Urban","Y2020",5,1.46,38.463,35.02,31.09,27.054,29.021,26.607,20.614,57.44,54.961,53.977,67.957,52.938,48.221,48.059,57.084,65.216,47.177,38.564,12.832,11.558,15.326,28.386,34.551,18.927,16.306
"SF__BE__.006_08056","SF__BE__.006_08056","BE2_20","BATE","San_Fran","Urban","Y2020",5,1.4,41.585,39.029,35.081,32.38,34.333,32.229,28.119,60.506,53.694,51.938,65.917,45.309,-47.321,-47.221,53.535,63.925,43.408,-44.921,2.262,-87.811,-83.763,19.693,28.131,9.718,-74.5
"SF__BE__.007_00820","SF__BE__.007_00820","BE2_20","BATE","San_Fran","Urban","Y2020",5,1.98,35.898,32.487,29.673,25.351,27.051,25.887,19.981,NA,62.022,61.385,75.364,-47.221,-47.321,51.357,64.442,71.51,50.709,34.309,-86.085,-82.774,18.717,36.124,41.492,21.855,11.361
"SF__BE__.009_01106","SF__BE__.009_01106","BE2_20","BATE","San_Fran","Urban","Y2020",5,2.02,47.408,42.964,39.397,35.368,39.292,38.803,36.203,61.676,61.471,59.944,73.923,49.844,51.464,53.897,62.467,69.757,55.955,-44.921,-0.618,5.447,11.447,24.045,27.412,14.098,-84.177
"SF__BE__.009_00136","SF__BE__.009_00136","BE2_20","BATE","San_Fran","Urban","Y2020",5,1.88,41.37,37.391,34.115,30.129,33.246,30.413,25.856,NA,62.074,61.16,75.14,64.452,61.236,57.947,61.4,70.245,56.352,47.487,20.34,21.103,21.091,28.529,34.257,23.198,18.889
"SF__BE__.012_04526","SF__BE__.012_04526","BE_YS_GY","BATE","San_Fran","Urban","Y2020",5,1.66,26.337,22.848,19.457,14.877,18.813,19.719,15.938,47.692,52.136,51.485,65.464,41.253,38.365,44.013,55.44,62.248,43.02,31.726,12.714,13.316,22.355,38.362,41.234,21.1,13.587
"SF__BE__.012_03215","SF__BE__.012_03215","BE_YS_GY","BATE","San_Fran","Urban","Y2020",5,1.3,31.141,26.513,22.635,16.535,19.487,20.383,16.822,46.673,47.401,46.518,60.497,-47.221,27.3,40.927,51.546,58.349,39.977,16.489,-79.501,-0.353,17.153,33.871,37.723,18.454,-1.473
"SF__BE__.015_00759","SF__BE__.015_00759","BE_BRIDGE_20","BATE","San_Fran","Urban","Y2020",8,1.52,45.299,44.003,42.146,39.711,36.217,31.618,35.298,NA,56.935,54.341,72.403,51.869,-43.238,-43.138,63.854,69.396,38.748,-40.838,4.751,-89.059,-87.102,22.325,31.361,5.312,-77.955
"SF__BE__.015_04338","SF__BE__.015_04338","BE_BRIDGE_20","BATE","San_Fran","Urban","Y2020",8,1.84,44.495,42.564,40.507,38.276,34.44,29.257,35.872,60.692,54.987,51.273,69.335,-43.138,-43.238,-43.138,62.791,64.283,41.738,41.918,-90.282,-88.451,-86.294,21.867,27.195,9.833,3.398
"SF__BE__.015_01795","SF__BE__.015_01795","BE_BRIDGE_20","BATE","San_Fran","Urban","Y2020",8,1.36,44.774,43.522,41.334,39.066,35.803,31.041,35.125,59.272,54.288,50.414,68.476,-43.138,-43.238,51.113,62.66,64.858,48.141,30.913,-89.248,-88.095,8.443,22.259,27.72,15.765,-5.547
"SF__BE__.015_00769","SF__BE__.015_00769","BE_BRIDGE_20","BATE","San_Fran","Urban","Y2020",8,1.48,45.693,43.864,41.352,39.206,37.061,31.687,34.82,NA,56.899,54.341,72.403,-43.138,-43.238,51.727,64.088,69.482,37.784,-40.838,-90.534,-88.805,8.673,23.179,30.719,4.395,-77.361
"SF__BE__.059_03521","SF__BE__.059_03521","BE4_20","BATE","San_Fran","Urban","Y2020",9,2.26,47.146,43.965,41.772,41.431,26.833,19.113,22.283,60.476,66.19,64.924,84.009,-42.115,60.179,68.95,79.389,71.122,54.978,61.318,-92.802,12.673,23.637,34.417,40.748,32.325,35.494
"SF__BE__.059_02382","SF__BE__.059_02382","BE4_20","BATE","San_Fran","Urban","Y2020",9,2.32,47.074,43.835,41.675,41.336,26.732,19.129,22.167,62.758,66.788,65.558,84.643,-42.115,48.273,69.058,79.881,72.776,50,-39.815,-92.844,0.783,23.729,34.89,42.39,27.217,-65.637
"SF__BE__.059_01356","SF__BE__.059_01356","BE4_20","BATE","San_Fran","Urban","Y2020",9,2.18,46.401,43.206,42.458,42.389,27.291,20.215,24.044,62.133,67.019,65.797,84.882,57.626,61.714,68.634,80.642,71.596,49.967,45.587,7.84,15.123,22.791,34.868,40.92,26.367,18.159
"SF__BE__.059_00182","SF__BE__.059_00182","BE4_20","BATE","San_Fran","Urban","Y2020",9,2.46,45.572,41.877,40.379,40.137,25.061,18.214,22.845,NA,66.032,64.806,83.891,60.052,58.408,67.175,79.053,70.561,48.336,-39.815,10.571,12.622,22.887,35.006,41.591,26.213,-66.57
"SF__BE__.061_04659","SF__BE__.061_04659","BE1_20","BATE","San_Fran","Urban","Y2020",5,2.26,31.927,28.716,27.135,29.371,20.753,13.009,20.523,61.384,71.683,70.767,84.746,33.651,34.58,68.676,79.834,74.344,37.348,30.068,-1.816,2.323,37.999,46.922,50.05,20.798,6.004
"SF__BE__.061_03592","SF__BE__.061_03592","BE1_20","BATE","San_Fran","Urban","Y2020",5,2.3,32.048,28.44,26.589,27.55,18.662,11.393,18,58.441,71.53,70.616,84.595,-47.221,-47.321,69.256,79.497,74.259,38.74,31.834,-82.886,-79.378,39.05,48.331,51.98,23.73,10.216
"SF__BE__.061_02648","SF__BE__.061_02648","BE1_20","BATE","San_Fran","Urban","Y2020",5,2.24,31.714,28.157,26.283,27.294,18.443,11.338,17.924,60.481,67.687,66.693,80.673,35.421,39.226,63.581,76.716,63.834,36.939,33.513,0.205,7.566,33.795,45.92,41.888,22.098,12.086
"SF__BE__.061_01632","SF__BE__.061_01632","BE1_20","BATE","San_Fran","Urban","Y2020",5,2.2,29.292,26.182,24.354,26.289,17.859,10.547,17.082,59.313,70.34,69.347,83.326,38.259,36.02,66.148,79.502,65.543,37.859,31.963,5.543,6.414,38.37,49.788,44.259,23.887,11.457
"SF__BE__.061_00790","SF__BE__.061_00790","BE1_20","BATE","San_Fran","Urban","Y2020",5,2.26,30.18,27.461,25.998,26.996,18.34,10.547,16.734,NA,68.582,67.593,81.572,-47.221,-47.321,65.1,77.511,65.253,39.981,43.069,-80.942,-78.323,35.561,46.973,43.372,25.893,22.794
"SF__BE__.065_02097","SF__BE__.065_02097","BE5_20","BATE","San_Fran","Urban","Y2020",5,2.16,36.236,32.796,29.508,28.823,21.346,8.433,12.696,59.763,69.344,68.509,82.488,-47.221,-47.321,61.454,76.967,74.8,37.087,31.617,-86.801,-83.461,28.601,44.8,50.11,25.31,15.577
"SF__BE__.065_01086","SF__BE__.065_01086","BE5_20","BATE","San_Fran","Urban","Y2020",5,2.14,37.538,33.51,31.713,32.656,24.914,13.108,17.975,54.025,68.18,67.313,81.292,41.83,47.25,62.634,75.974,73.191,40.645,39.489,0.988,10.437,27.616,40.013,44.973,24.233,18.21
"SF__BE__.065_03756","SF__BE__.065_03756","BE5_20","BATE","San_Fran","Urban","Y2020",5,2.24,37.252,33.644,30.76,30.986,23.841,11.117,17.761,53.297,70.06,69.183,83.163,35.931,38.612,62.104,78.008,74.281,37.703,32.785,-4.823,1.466,27.841,43.52,46.937,23.083,11.521
"SF__BE__.065_06024","SF__BE__.065_06024","BE5_20","BATE","San_Fran","Urban","Y2020",5,2.16,37.428,33.615,30.612,30.557,23.233,10.113,14.962,52.857,71.525,70.671,84.65,44.376,47.667,63.545,79.414,76.443,42.904,34.759,3.604,10.707,29.589,45.513,49.865,29.446,16.452
"SF__BE__.068_01550","SF__BE__.068_01550","BE6_20","BATE","San_Fran","Urban","Y2020",5,2.06,31.893,28.535,26.538,28.333,20.57,11.414,18.739,47.78,68.572,67.746,81.726,38.15,-47.321,64.725,76.081,74.467,44.014,31.244,3.118,-78.994,35.049,44.609,50.758,29.462,9.367
"SF__BE__.068_02531","SF__BE__.068_02531","BE6_20","BATE","San_Fran","Urban","Y2020",5,1.98,31.862,28.464,26.464,28.259,20.534,11.395,18.712,58.998,68.667,67.948,81.928,55.738,55.938,63.031,75.102,76.137,47.043,62.166,20.909,24.507,33.6,43.877,52.636,32.681,40.487
"SF__BE__.068_00233","SF__BE__.068_00233","BE6_20","BATE","San_Fran","Urban","Y2020",5,2.24,31.869,28.486,26.506,28.296,20.551,11.469,18.899,NA,63.868,63.071,77.05,-47.221,-47.321,56.98,70.632,70.153,39.785,28.489,-82.592,-79.31,26.971,38.834,46.099,24.814,6.087
"SF__BE__.070_02770","SF__BE__.070_02770","BE7_20","BATE","San_Fran","Urban","Y2020",7,1.74,35.999,34.963,35.762,38.342,29.094,22.002,26.583,60.179,71.065,70.154,87.056,43.624,40.837,59.613,83.509,78.003,43.057,36.975,5.22,3.468,21.445,42.762,46.503,18.65,7.986
"SF__BE__.070_03955","SF__BE__.070_03955","BE7_20","BATE","San_Fran","Urban","Y2020",7,1.86,41.342,35.537,39.311,41.192,30.584,23.542,25.819,53.731,69.622,68.712,85.614,57.859,50.835,63.72,81.274,77.525,45.963,40.496,13.821,12.603,21.715,37.387,44.246,19.726,11.981
"SF__BE__.070_05119","SF__BE__.070_05119","BE7_20","BATE","San_Fran","Urban","Y2020",7,1.58,35.999,34.959,35.763,38.327,29.021,21.985,26.565,53.292,68.06,67.129,84.031,40.226,-44.398,55.747,81.002,75.021,39.948,-41.998,2.24,-81.344,17.997,40.689,44.014,15.977,-70.549
"SF__BE__.070_00647","SF__BE__.070_00647","BE7_20","BATE","San_Fran","Urban","Y2020",7,1.8,36.249,35.577,35.905,37.733,28.012,21.709,25.954,NA,64.207,63.182,80.084,47.124,49.422,50.715,76.984,67.642,36.766,41.914,8.323,11.293,12.257,36.698,37.077,12.504,13.407
"SF__BE__.072_01571","SF__BE__.072_01571","BE7_20","BATE","San_Fran","Urban","Y2020",4,1.9,38.831,37.548,37.893,40.3,32.496,25.433,28.953,55.041,72.853,71.923,83.964,-49.159,-49.259,58.014,80.223,73.768,44.822,-46.859,-90.777,-89.594,17.333,37.135,38.485,16.601,-78.599
"SF__BE__.072_00295","SF__BE__.072_00295","BE7_20","BATE","San_Fran","Urban","Y2020",4,2,37.048,36.178,37.075,39.37,30.782,24.046,27.884,NA,73.171,72.243,84.284,-49.159,-49.259,56.167,80.357,73.757,42.608,33.249,-89.218,-88.447,16.082,37.977,39.965,15.552,2.354
"SF__BE__.073_03174","SF__BE__.073_03174","BE7_20","BATE","San_Fran","Urban","Y2020",2,1.92,40.099,38.828,39.127,41.691,34.538,26.534,29.334,54.409,76.972,76.105,82.125,-55.179,-55.279,56.335,77.697,73.939,45.578,31.129,-98.112,-96.94,14.375,33.174,36.568,16.211,-1.037
"SF__BE__.073_01760","SF__BE__.073_01760","BE7_20","BATE","San_Fran","Urban","Y2020",2,2,39.221,38.428,38.252,39.999,32.359,25.494,28.828,54.728,78.639,77.745,83.765,-55.179,-55.279,57.932,79.535,74.363,45.45,33.557,-97.411,-96.718,16.67,36.526,38.993,16.945,1.718
"SF__BE__.073_00565","SF__BE__.073_00565","BE7_20","BATE","San_Fran","Urban","Y2020",2,1.6,38.685,37.772,37.943,39.322,31.784,25.466,28.563,NA,77.342,76.43,82.45,-55.179,-55.279,53.829,79.403,73.243,43.413,34.916,-95.906,-95.092,13.844,38.04,39.418,15.906,4.312
"SF__BE__.074_00504","SF__BE__.074_00504","BE7_20","BATE","San_Fran","Urban","Y2020",5,2.18,40.764,37.681,37.099,38.587,30.624,22.107,25.562,NA,76.12,75.205,89.185,-47.221,40.813,64.267,84.748,78.777,53.679,40.826,-91.369,-0.252,23.784,42.776,44.768,28.187,11.88
"SF__BE__.080_00029","SF__BE__.080_00029","BE9_20","BATE","San_Fran","Urban","Y2020",5,2.1,30.731,29.51,27.891,30.07,26.23,10.349,9.087,NA,66.88,66.128,80.107,45.989,46.062,65.587,72.423,74.337,44.757,38.293,12.035,13.33,34.474,39.13,44.885,31.186,25.984
"SF__BE__.080_01081","SF__BE__.080_01081","BE9_20","BATE","San_Fran","Urban","Y2020",5,2.2,33.2,31.511,29.304,33.89,30.976,13.307,12.795,57.262,71.12,70.313,84.292,35.713,-47.321,63.453,78.317,77.057,51.295,41.15,-0.91,-82.256,30.726,41.002,42.657,34.564,24.93
"SF__BE__.080_02286","SF__BE__.080_02286","BE9_20","BATE","San_Fran","Urban","Y2020",5,2.22,32.858,31.366,29.607,32.549,29.317,12.321,11.719,46.986,73.766,73.129,87.109,-47.221,-47.321,66.045,77.259,82.355,52.733,42.853,-83.542,-82.15,32.975,41.247,49.575,36.948,27.671
"SF__BE__.080_03409","SF__BE__.080_03409","BE9_20","BATE","San_Fran","Urban","Y2020",5,2.22,32.703,32.177,30.286,33.402,34.377,15.192,10.769,58.862,73.715,73.074,87.054,42.161,39.371,64.326,77.425,82.261,53.285,43.248,5.994,3.731,30.576,40.559,44.42,34.629,29.015
"SF__BE__.080_04623","SF__BE__.080_04623","BE9_20","BATE","San_Fran","Urban","Y2020",5,2.1,33.675,32.664,30.811,34.249,32.143,21.181,14.37,48.134,72.361,71.7,85.679,-47.221,-47.321,63.006,76.934,80.894,51.443,48.117,-84.117,-83.207,28.972,39.462,45.529,27.041,30.524
"SF__BE__.083_00126","SF__BE__.083_00126","BE10_20","BATE","San_Fran","Urban","Y2020",7,1.98,29.145,27.164,26.482,27.536,23.64,10.632,14.389,NA,63.822,62.856,79.758,32.146,35.293,62.277,76.046,67.29,32.277,-41.998,0.034,5.163,32.828,45.543,40.683,18.678,-59.353
"SF__BE__.083_01510","SF__BE__.083_01510","BE10_20","BATE","San_Fran","Urban","Y2020",7,1.96,31.896,31.508,32.386,36.898,31.185,16.387,15.557,45.141,62.24,61.245,78.147,33.298,41.101,60.872,74.13,67.667,20.128,-41.998,-1.521,6.67,25.564,34.309,33.56,0.818,-60.477
"SF__LM__.005_00596","SF__LM__.005_00596","BE1_20","BATE","San_Fran","Urban","Y2020",9,2.52,21.153,19.09,17.99,16.817,18.478,15.412,12.806,NA,57.388,56.603,75.688,-42.115,-42.215,58.865,68.36,68.337,51.422,34.233,-67.282,-65.319,36.861,47.53,45.845,31.996,17.413
"SF__LM__.007_12637","SF__LM__.007_12637","BE1_20","BATE","San_Fran","Urban","Y2020",9,2.42,23.067,21.81,19.275,17.445,19.83,15.075,7.374,41.989,52.34,51.54,70.625,-42.115,-42.215,56.165,62.661,63.757,49.862,32.296,-69.02,-67.864,33.052,41.379,40.089,30.949,21.083
"SF__LD__.005_01775","SF__LD__.005_01775","LD2_20","LODU","San_Fran","Urban","Y2020",6,2.42,19.629,18.281,23.581,36.169,26.399,14.845,20.764,52.851,62.18,61.447,77.01,-45.637,-45.737,55.157,68.593,71.135,46.053,-43.337,-69.104,-67.856,27.738,28.586,40.897,27.37,-67.939
"SF__LD__.005_01014","SF__LD__.005_01014","LD2_20","LODU","San_Fran","Urban","Y2020",6,2.48,19.627,18.263,23.539,36.057,26.347,14.822,21.653,51.88,62.525,61.778,77.341,29.766,28.956,54.873,69.229,71.127,46.143,-43.337,6.194,6.748,27.389,29.228,40.835,27.377,-68.935
"SF__LD__.005_00279","SF__LD__.005_00279","LD2_20","LODU","San_Fran","Urban","Y2020",6,2.14,19.53,18.333,23.191,35.609,26.583,14.787,21.766,NA,61.556,60.8,76.363,-45.637,21.835,54.281,69.101,70.648,45.094,-43.337,-68.471,0.197,27.785,30.188,40.76,27.003,-68.407
"SF__LD__.010_01137","SF__LD__.010_01137","LD4_20","LODU","San_Fran","Urban","Y2020",6,2.38,17.788,16.94,18.705,19.05,20.735,12.373,11.881,39.062,58.445,57.693,73.256,28.955,39.366,49.391,66.113,66.618,46.61,29.329,7.401,18.66,26.92,43.298,42.117,30.471,13.683
"SF__LD__.016_01780","SF__LD__.016_01780","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.82,16.533,15.556,16.351,20.112,20.069,9.055,7.739,46.334,56.819,56.09,62.111,-55.179,33.317,45.144,55.235,57.073,37.271,15.163,-74.313,15.161,26.192,32.522,34.403,25.615,4.824
"SF__LD__.016_02326","SF__LD__.016_02326","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.96,16.088,15.348,15.759,18.462,18.953,9.147,6.747,48.379,58.172,57.419,63.44,30.66,33.894,48.931,56.289,57.797,37.523,14.94,11.65,15.623,30.25,34.904,35.922,25.453,5.27
"SF__LD__.016_00601","SF__LD__.016_00601","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.96,16.385,16.654,20.5,20.286,19.746,9.483,8.301,NA,56.321,55.547,61.568,24.893,31.461,46.051,54.993,55.594,36.334,14.264,5.586,11.885,22.628,31.785,32.925,23.929,3.041
"SF__LD__.016_00101","SF__LD__.016_00101","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.9,22.609,20.605,23.802,24.932,27.411,19.702,16.214,NA,56.112,55.278,61.298,-55.179,30.835,50.117,54.282,55.139,35.823,-52.879,-80.576,7.443,23.527,26.562,24.94,13.333,-71.881
"SF__LD__.017_00698","SF__LD__.017_00698","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.58,25.504,22.406,21.221,20.866,20.852,10.982,10.702,NA,60.947,60.172,66.193,-55.179,34.968,55.513,59.307,61.415,36.276,20.493,-82.67,10.576,32.305,36.455,38.577,23.308,7.805
"SF__LD__.018_03664","SF__LD__.018_03664","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.92,16.404,14.904,17.088,17.115,19.687,9.788,9.976,51.817,62.483,61.784,67.804,-55.179,31.837,52.382,59.727,62.991,36.415,17.658,-74.416,14.1,32.46,39.779,40.471,23.794,4.849
"SF__LD__.018_04389","SF__LD__.018_04389","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.76,15.7,13.465,13.819,14.311,16.461,10.375,9.402,52.661,61.406,60.67,66.69,19.549,33.736,54.405,59.023,61.877,36.697,18.008,1.394,17.816,38.131,42.257,42.96,23.867,6.151
"SF__LD__.018_05042","SF__LD__.018_05042","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.86,16.578,14.408,17.016,15.68,17.189,6.924,7.894,51.57,60.768,60.086,66.106,16.923,36.246,49.114,58.033,61.586,38.739,18.855,-2.35,19.143,29.403,39.658,41.703,29.12,8.266
"SF__LD__.018_05864","SF__LD__.018_05864","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.94,23.803,14.159,15.226,21.445,16.973,6.744,8.164,51.104,66.925,66.156,72.176,-55.179,39.468,57.821,65.505,66.268,43.148,23.587,-81.861,22.431,39.716,41.181,46.416,33.526,12.544
"SF__LD__.018_01826","SF__LD__.018_01826","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.54,21.823,22.146,23.275,24.985,25.854,16.921,14.979,51.404,61.91,61.183,67.204,-55.179,36.471,55.118,59.862,63.143,38.256,14.226,-78.877,12.45,29.968,33.002,35.415,19.461,-2.628
"SF__LD__.018_00412","SF__LD__.018_00412","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.58,21.419,20.063,20.934,19.836,20.387,14.301,11.148,NA,58.654,57.925,63.945,14.394,33.389,50.486,57.055,59.662,35.074,23.723,-9.012,11.339,27.565,35.233,37.288,18.786,10.588
"SF__LD__.018_08010","SF__LD__.018_08010","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.54,17.601,15.627,16.287,19.678,19.234,7.646,8.471,57.883,65.379,64.657,70.678,-55.179,42.115,55.36,64.332,66.435,43.329,25.009,-74.655,24.612,37.197,42.779,45.325,33.808,14.662
"SF__LD__.018_07280","SF__LD__.018_07280","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.92,17.717,16.212,17.566,18.218,18.087,9.234,10.109,56.208,67.815,67.116,73.137,18.831,38.904,54.604,65.624,68.23,41.238,25.058,-1.719,19.859,34.206,44.574,47.31,29.172,12.116
"SF__LD__.018_06555","SF__LD__.018_06555","LD6_20","LODU","San_Fran","Urban","Y2020",2,1.98,16.554,15.027,13.794,14.278,13.938,7.154,8.127,56.991,66.14,65.452,71.472,-55.179,36.851,54.156,63.408,66.57,43.294,24.867,-74.7,18.857,37.395,46.163,49.665,33.173,13.774
"SF__LD__.020_00968","SF__LD__.020_00968","LD7_20","LODU","San_Fran","Urban","Y2020",4,1.98,19.827,17.624,16.766,18.604,20.17,10.675,8.638,NA,55.484,54.5,66.541,30.466,38.431,57.345,61.237,55.71,33.218,19.579,7.672,17.841,37.613,39.666,32.573,19.576,7.974
"SF__LD__.020_00172","SF__LD__.020_00172","LD7_20","LODU","San_Fran","Urban","Y2020",4,1.94,19.885,17.649,16.808,18.479,20.097,10.58,8.651,NA,56.244,55.276,67.317,-49.159,38.182,56.48,62.716,56.31,34.82,18.83,-71.922,17.655,36.794,41.359,33.335,21.362,7.301
"SF__LD__.021_00320","SF__LD__.021_00320","LD7_20","LODU","San_Fran","Urban","Y2020",4,1.64,20.293,17.172,15.353,16.397,18.515,9.501,8.875,NA,59.972,59.263,71.304,-49.159,44.434,59.724,62.682,67.252,32.743,24.479,-71.6,25.113,42.222,44.137,46.589,21.094,13.456
"SF__LD__.021_01632","SF__LD__.021_01632","LD7_20","LODU","San_Fran","Urban","Y2020",4,2,20.002,17.712,17.323,18.053,19.742,9.99,9.349,36.347,58.497,57.554,69.595,33.081,43.391,57.642,64.855,59.21,40.865,23.18,10.069,22.669,37.309,43.792,36.458,27.865,10.82
"SF__LD__.024_00616","SF__LD__.024_00616","LD8_20","LODU","San_Fran","Urban","Y2020",7,1.9,36.155,31.923,27.659,26.646,25.884,16.053,12.576,NA,58.184,57.32,74.222,51.661,48.787,61.042,66.435,68.944,44.01,39.138,12.718,14.077,30.596,37.002,40.273,25.169,23.775
"SF__LD__.025_01101","SF__LD__.025_01101","LD8_20","LODU","San_Fran","Urban","Y2020",7,2.56,33.351,29.378,26.403,24.918,26.419,17.789,21.369,48.822,59.104,58.263,75.165,46.61,42.507,58.339,67.383,68.126,41.861,-41.998,9.177,9.047,27.854,38.383,37.624,19.99,-67.449
"SF__LD__.029_01433","SF__LD__.029_01433","LD10_20","LODU","San_Fran","Urban","Y2020",12,2.64,18.006,15.828,18.452,18.972,18.723,11.583,11.148,44.66,53.266,52.508,74.091,-39.616,23.036,58.933,65.206,67.429,41.138,-37.316,-61.839,2.992,36.265,42.018,44.491,25.339,-52.681
"SF__LD__.029_00295","SF__LD__.029_00295","LD10_20","LODU","San_Fran","Urban","Y2020",12,2.56,17.827,15.35,18.414,21.399,17.218,9.573,9.989,NA,55.987,55.206,76.79,-39.616,32.311,59.339,69.273,69.62,43.992,30.358,-61.526,12.879,36.843,43.792,48.32,30.337,16.287
"SF__LD__.030_01367","SF__LD__.030_01367","LD10_20","LODU","San_Fran","Urban","Y2020",12,2.58,16.189,13.277,18.093,19.623,16.465,5.839,6.22,48.028,57.956,57.208,78.792,32.674,43.845,63.769,70.106,72.155,46.022,33.288,12.369,26.452,41.56,46.367,51.574,36.067,22.952
"SF__LD__.030_00376","SF__LD__.030_00376","LD10_20","LODU","San_Fran","Urban","Y2020",12,2.44,17.812,15.103,17.11,20.811,23.015,10.457,6.615,NA,57.682,56.951,78.535,-39.616,29.905,60.239,70.387,72.299,46.277,31.526,-61.302,10.928,39.255,45.702,45.41,31.947,21.038
"SF__LD__.031_01127","SF__LD__.031_01127","LD10_20","LODU","San_Fran","Urban","Y2020",12,2.56,19.788,16.768,18.485,22.739,23.489,11.972,11.467,47.765,57.516,56.753,78.337,38.151,42.495,63.517,69.767,71.657,45.035,34.969,14.28,21.645,40.949,42.946,44.085,28.98,19.42
"SF__LD__.031_00305","SF__LD__.031_00305","LD10_20","LODU","San_Fran","Urban","Y2020",12,2.62,16.195,14.391,15.81,16.291,17.894,10.287,9.979,NA,57.379,56.615,78.198,30.287,36.259,62.609,69.984,71.202,45.317,32.843,9.909,17.685,42.616,49.51,49.125,30.847,18.682
