"song.id","bird.id","distance","bg.OBCZ2000","bg.OBCZ2500","bg.OBCZ3150","bg.OBCZ4000","bg.OBCZ5000","bg.OBCZ6300","bg.OBCZ8000","ambient.LAeq","SENEL.total","SEL.LZeq","song.bands.OBCZ2000","song.bands.OBCZ2500","song.bands.OBCZ3150","song.bands.OBCZ4000","song.bands.OBCZ5000","song.bands.OBCZ6300","song.bands.OBCZ8000","location","year"
"SF__LM__.061_02173","LM18_20",5,27.713,25.512,23.274,24.586,17.059,11.834,5.933,51.355,59.72,72.712,36.469,40.5,59.174,66.565,59.439,40.062,20.312,"LAME","Y2020"
"SF__LM__.061_03118","LM18_20",5,30.032,28.895,26.803,28.716,20.874,16.896,8.275,50.995,60.745,73.73,-47.221,41.367,58.664,68.579,60.405,43.282,18.203,"LAME","Y2020"
"SF__LM__.062_00591","LM18_20",5,39.554,37.106,35.376,37.048,29.577,29.209,29.535,NA,58.525,71.086,-47.221,-47.321,58.855,65.824,58.546,-45.921,-44.921,"LAME","Y2020"
"PR__COMW.002_00601","COMW3_20",16,27.182,24.195,20.822,18.079,16.43,16.431,17.409,NA,56.357,79.435,45.822,45.07,62.24,76.142,64.372,50.579,-34.818,"COMW","Y2020"
"PR__COMW.002_01734","COMW3_20",16,28.195,25.982,24.027,23.321,20.961,19.838,14.962,45.504,57.016,80.067,-37.118,-37.218,69.635,75.57,66.443,51.107,-34.818,"COMW","Y2020"
"PR__COMW.025_00565","COMW12_20",9,21.054,17.607,18.003,22.602,20.23,12.087,8.61,NA,54.832,72.925,-42.115,46.319,57.87,68.291,58.455,48.338,30.384,"COMW","Y2020"
"PR__COMW.025_01775","COMW12_20",9,21.885,18.042,14.326,14.331,11.463,11.217,8.73,38.51,56.467,74.592,-42.115,46.885,59.045,69.776,61.196,51.127,33.421,"COMW","Y2020"
"PR__COMW.025_05241","COMW12_20",9,20.576,16.858,12.05,13.321,8.362,7.534,6.165,37.217,57.889,76.015,34.279,47.824,58.948,71.484,62.373,51.335,32.687,"COMW","Y2020"
"PR__COMW.025_03398","COMW12_20",9,20.972,17.224,12.846,9.962,7.829,8.31,6.687,37.141,55.93,74.057,-42.115,47.312,58.687,69.27,60.964,50.346,32.867,"COMW","Y2020"
"PR__COMW.025_10654","COMW12_20",9,22.038,18.357,14.696,13.619,10.83,10.375,8.294,41.571,56.496,74.669,-42.115,47.924,60.201,68.931,63.491,54.496,35.369,"COMW","Y2020"
"PR__COMW.025_09414","COMW12_20",9,21.531,17.496,13.597,11.086,9.314,9.905,8.461,39.365,56.565,74.717,-42.115,46.25,60.029,69.662,63.208,52.05,34.128,"COMW","Y2020"
"PR__COMW.025_07132","COMW12_20",9,21.957,18.495,13.95,12.047,10.625,10.727,7.987,38.81,57.6,75.741,-42.115,48.021,60.042,70.943,62.973,54.382,35.028,"COMW","Y2020"
"PR__COMW.028_01887","COMW13_20",8,20.549,17.467,14.741,13.295,14.836,13.666,11.173,37.213,65.343,82.513,38.029,44.212,57.318,77.767,71.495,62.389,39.603,"COMW","Y2020"
"PR__COMW.028_00601","COMW13_20",8,21.996,18.957,17.128,16.369,17.105,16.845,14.414,NA,63.062,80.221,30.077,43.448,54.625,75.648,68.522,60.822,33.515,"COMW","Y2020"
"PR__COMW.030_01300","COMW13_20",9,22.588,20.276,16.981,15.142,16.139,12.921,9.272,38.732,55.235,73.381,34.384,36.439,49.942,69.037,61.052,52.102,23.642,"COMW","Y2020"
"PR__COMW.032_00070","COMW14_20",8,26.734,23.769,23.446,26.447,27.489,16.369,12.451,NA,55.353,72.395,41.638,39.139,53.463,68.9,59.135,44.611,24.718,"COMW","Y2020"
"PR__COMW.040_05333","COMW16_20",23,27.45,24.514,20.819,16.073,12.591,9.459,7.581,43.747,52.339,78.574,-33.965,-34.065,45.501,75.335,66.914,45.209,30.784,"COMW","Y2020"
"PR__COMW.040_04358","COMW16_20",23,27.543,24.586,20.902,16.025,12.505,9.301,7.436,42.465,49.14,75.338,-33.965,-34.065,42.398,71.164,65.385,46.441,34.338,"COMW","Y2020"
"PR__COMW.040_01510","COMW16_20",23,25.355,22.517,19.104,15.961,14.009,11.707,9.667,41.699,48.179,74.358,-33.965,-34.065,36.173,72.18,60.728,36.84,-31.665,"COMW","Y2020"
"PR__COMW.040_02209","COMW16_20",23,25.969,22.741,19.015,14.133,10.762,7.879,6.455,43.095,47.598,73.785,-33.965,42.516,47.563,70.055,62.994,49.442,46.042,"COMW","Y2020"
"PR__COMW.040_02954","COMW16_20",23,26.645,23.654,20.232,16.529,16.009,14.031,11.723,43.353,48.223,74.367,33.231,32.841,42.187,70.49,63.11,38.708,-31.665,"COMW","Y2020"
"PR__COMW.040_03613","COMW16_20",23,26.658,23.102,19.043,14.748,13.426,10.334,8.212,43.116,46.992,73.082,-33.965,41.463,43.555,70.213,57.956,33.656,37.602,"COMW","Y2020"
"PR__COMW.040_06131","COMW16_20",23,25.984,22.735,19.017,14.149,10.771,7.879,6.466,44.843,49.375,75.569,47.673,45.627,46.765,72.037,63.114,44.877,32.795,"COMW","Y2020"
"PR__COMW.040_06974","COMW16_20",23,26.549,23.866,19.765,15.106,11.166,7.973,6.441,43.087,50.801,77.025,-33.965,-34.065,43.061,74.465,64.387,40.708,32.449,"COMW","Y2020"
"PR__COMW.040_08479","COMW16_20",23,26.144,23.186,19.162,14.256,10.497,7.227,5.98,42.59,55.341,81.608,43.532,34.228,51.97,77.848,69.258,48.966,30.908,"COMW","Y2020"
"PR__COMW.040_09567","COMW16_20",23,25.933,22.602,18.8,14.716,14.22,13.524,25.972,45.672,50.8,77.048,-33.965,39.693,48.787,72.989,66.377,45.266,-31.665,"COMW","Y2020"
"PR__COMW.040_11241","COMW16_20",23,26.514,23.576,19.429,14.703,11.698,12.153,19.238,42.484,55.628,81.926,-33.965,39.699,54.005,77.589,70.662,58.305,53.099,"COMW","Y2020"
"PR__COMW.040_12096","COMW16_20",23,26.506,23.574,19.441,14.714,11.758,12.141,19.177,46.693,56.198,82.496,40.246,43.272,54.81,78.468,71.912,50.363,-31.665,"COMW","Y2020"
"PR__COMW.040_13055","COMW16_20",23,25.947,22.895,19.051,15.072,15.122,15.551,7.336,47.123,53.53,79.787,49.546,49.565,54.597,75.789,67.786,49.553,22.59,"COMW","Y2020"
"PR__COMW.041_00999","COMW16_20",19,26.335,23.22,19.097,14.737,13.675,9.245,7.139,42.337,57.771,82.426,44.857,42.879,53.934,77.967,71.945,52.118,38.479,"COMW","Y2020"
"PR__COMW.046_05512","COMW19_20",14,36.393,34.901,33.128,31.211,30.79,28.899,25.447,49.618,55.04,76.541,51.922,49.798,55.464,73.05,62.99,51.969,48.481,"COMW","Y2020"
"PR__COMW.046_10414","COMW19_20",14,33.512,32.015,29.118,27.636,24.832,21.201,18.136,47.676,56.127,77.937,44.399,44.599,55.364,74.343,64.892,50.757,-35.977,"COMW","Y2020"
"PR__COMW.047_05200","COMW19_20",20,32.572,31.099,28.575,26.713,29.021,22.533,17.813,47.286,56.958,81.886,-35.179,-35.279,58.368,78.123,67.119,48.282,-32.879,"COMW","Y2020"
"PR__COMW.047_02592","COMW19_20",20,34.828,33.373,31.064,28.347,26.695,21.874,27.616,49.457,58.483,83.434,45.554,50.991,61.019,79.166,72.026,55.29,-32.879,"COMW","Y2020"
"PR__COMW.047_03848","COMW19_20",20,36.202,34.207,32.661,30.252,29,25.131,17.706,48.722,56.877,81.688,-35.179,51.514,60.278,77.477,69.449,56.532,46.565,"COMW","Y2020"
"PR__COMW.047_01178","COMW19_20",20,35.105,33.47,31.088,28.399,26.34,21.262,27.904,48.006,56.654,81.582,-35.179,-35.279,59.886,76.774,71.915,58.732,-32.879,"COMW","Y2020"
"PR__COMW.047_00001","COMW19_20",20,35.099,33.628,31.307,28.378,27.258,22.218,30.361,NA,58.051,83.024,-35.179,41.618,61.888,79.454,72.752,56.569,-32.879,"COMW","Y2020"
"PR__COMW.047_06596","COMW19_20",20,32.715,31.305,28.752,26.992,29.58,22.921,18.251,46.494,56.525,81.496,-35.179,-35.279,59.195,77.346,70.705,55.281,-32.879,"COMW","Y2020"
"PR__ABLA.007_00274","AB4_20",16,20.622,18.645,21.093,22.736,19.805,13.935,17.035,NA,57.298,80.586,-37.118,39.638,61.249,73.626,73.05,56.807,-34.818,"ABLA","Y2020"
"PR__ABLA.008_00387","AB4_20",16,30.787,31.386,27.177,25.249,21.736,11.445,13.637,NA,58.918,82.102,54.374,50.757,61.702,76.494,73.51,60.03,40.164,"ABLA","Y2020"
"PR__ABLA.014_00723","AB8_20",9,20.555,19.15,18.041,19.528,20.207,15.411,15.857,NA,47.639,65.906,-42.115,-42.215,43.213,59.955,60.15,46.878,-39.815,"ABLA","Y2020"
"PR__ABLA.014_01397","AB8_20",9,15.276,13.473,12.176,12.889,12.717,7.062,7.465,38.951,40.533,58.779,24.889,24.155,32.354,53.739,52.389,45.043,-39.815,"ABLA","Y2020"
"PR__ABLA.019_00693","AB10_20",6,15.84,20.933,25.939,23.257,17.012,9.569,11.878,NA,53.082,67.78,-45.637,-45.737,48.433,62.379,60.174,41.942,27.008,"ABLA","Y2020"
"PR__ABLA.021_00121","AB10_20",10,15.508,17.899,20.996,20.133,23.057,16.01,15.348,NA,53.105,72.229,33.674,29.265,53.583,67.681,64.531,46.944,-38.9,"ABLA","Y2020"
"PR__ABLA.026_00381","AB11_20",18,17.58,13.788,12.916,14.617,12.59,8.177,8.558,NA,61.552,85.84,-36.095,52.102,66.564,80.237,78.47,55.78,37.628,"ABLA","Y2020"
"PR__ABLA.026_01060","AB11_20",18,17.554,13.764,12.861,14.582,12.672,8.252,8.588,54.299,62.482,86.795,37.203,53.7,67.631,80.739,79.932,55.693,37.684,"ABLA","Y2020"
"PR__ABLA.026_01724","AB11_20",18,17.568,13.781,12.905,14.605,12.585,8.172,8.562,54.505,59.926,84.207,-36.095,54.203,65.941,78.576,76.683,54.304,34.396,"ABLA","Y2020"
"PR__ABLA.026_02735","AB11_20",18,18.145,16.688,14.659,16.284,19.038,12.643,14.265,53.444,60.991,85.251,31.781,52.377,65.938,80.087,77.252,54.672,41.355,"ABLA","Y2020"
"PR__ABLA.026_03516","AB11_20",18,16.697,13.555,13.437,20.265,20.244,7.359,6.203,53.932,59.174,83.494,27.789,50.275,64.739,77.283,76.867,54.487,35.956,"ABLA","Y2020"
"PR__ABLA.026_04521","AB11_20",18,16.599,13.117,11.741,20.59,20.57,7.464,6.183,52.572,60.99,85.293,35.484,51.111,66.352,79.364,78.259,54.57,39.958,"ABLA","Y2020"
"PR__ABLA.026_05154","AB11_20",18,16.652,12.884,11.756,16.449,13.486,5.706,5.701,53.154,58.85,83.152,-36.095,49.442,64.946,77.229,76.15,53.403,35.259,"ABLA","Y2020"
"PR__ABLA.026_05889","AB11_20",18,16.482,13.202,13.156,16.259,16.696,12.377,12.798,51.804,59.303,83.587,31.986,52.439,64.104,78.121,76.232,52.597,-33.795,"ABLA","Y2020"
"PR__ABLA.026_06586","AB11_20",18,16.653,13.322,13.287,16.144,16.523,12.581,13.041,51.814,57.117,81.342,-36.095,48.292,61.655,76.58,72.34,48.96,-33.795,"ABLA","Y2020"
"PR__ABLA.026_07402","AB11_20",18,19.093,15.955,15.775,17.609,16.711,7.344,7.198,51.105,55.831,80.05,34.723,49.815,61.617,75.234,71.052,46.249,39.309,"ABLA","Y2020"
"PR__ABLA.027_01382","AB_KGO_S",5,18.265,15.813,16.648,22.259,22.212,13.089,13.234,50.958,66.226,79.417,-47.221,46.092,57.682,73.433,72.579,49.148,28.235,"ABLA","Y2020"
"PR__ABLA.027_02949","AB_KGO_S",5,16.389,13.703,13.338,15.774,14.093,6.996,8.939,59.204,70.225,83.404,22.471,48.895,63.393,77.549,76.337,52.638,31.294,"ABLA","Y2020"
"PR__ABLA.027_02280","AB_KGO_S",5,17.104,15.037,15.984,18.562,17.046,6.887,8.25,56.358,69.095,82.294,33.548,50.609,62.886,76.341,75.87,52.874,33.05,"ABLA","Y2020"
"PR__ABLA.027_03705","AB_KGO_S",5,20.477,16.989,16.431,19.78,19.768,13.48,17.94,60.296,69.906,83.049,-47.221,49.673,62.74,77.792,75.161,54.059,27.877,"ABLA","Y2020"
"PR__ABLA.027_04578","AB_KGO_S",5,20.779,17.251,16.656,19.824,20.04,13.763,18.352,60.148,67.138,80.288,32.393,47.901,60.336,74.901,72.608,50.745,36.404,"ABLA","Y2020"
"PR__ABLA.027_00739","AB_KGO_S",5,17.731,14.664,15.177,17.927,17.463,11.597,12.456,NA,60.602,73.749,25.118,26.755,53.674,69.689,67.189,46.112,27.807,"ABLA","Y2020"
"PR__ABLA.034_01566","AB15_20",5,16.062,13.393,16.04,12.793,15.115,11.642,9.201,44.725,54.976,68.095,-47.221,36.757,53.132,63.769,59.453,51.747,22.803,"ABLA","Y2020"
"PR__ABLA.041_00131","AB18_20",9,20.355,19.199,19.214,19.366,19.406,13.572,14.516,NA,53.965,72.233,32.599,38.092,54.53,65.872,65.049,46.119,32.736,"ABLA","Y2020"
"PR__ABLA.041_01081","AB18_20",9,18.977,15.853,13.436,13.441,12.742,7.802,8.125,44.786,54.859,73.146,35.719,39.811,55.694,66.381,65.712,48.427,28.387,"ABLA","Y2020"
"PR__ABLA.041_02158","AB18_20",9,21.933,17.843,16.441,14.621,15.721,8.895,8.929,45.324,54.79,73.089,-42.115,38.964,55.074,65.983,65.837,49.143,27.406,"ABLA","Y2020"
"PR__ABLA.041_03235","AB18_20",9,20.115,16.546,12.996,12.201,13.499,8.182,8.32,45.558,55.259,73.552,-42.115,40.154,55.044,66.645,66.066,48.577,29.3,"ABLA","Y2020"
"PR__ABLA.041_04327","AB18_20",9,20.312,18.882,18.773,18.922,18.97,13.151,14.094,45.476,55.273,73.616,-42.115,36.863,55.025,65.667,67.196,49.702,19.949,"ABLA","Y2020"
"PR__ABLA.041_05430","AB18_20",9,20.135,16.507,12.962,12.093,13.153,8.17,7.967,45.322,54.35,72.627,-42.115,38.12,55.52,65.935,64.996,47.632,31.098,"ABLA","Y2020"
"PR__ABLA.043_00657","AB19_20",7,17.786,14.498,12.339,12.437,11.344,7.608,9.613,NA,56.09,72.16,27.522,39.194,57.808,66.453,64.734,42.02,45.885,"ABLA","Y2020"
"PR__ABLA.043_01642","AB19_20",7,19.438,16.624,13.73,12.568,12.319,7.512,7.783,46.841,59.265,75.36,-44.298,32.003,59.568,69.493,68.52,49.528,26.824,"ABLA","Y2020"
"PR__ABLA.043_02633","AB19_20",7,19.419,16.585,13.561,12.069,11.827,7.419,7.716,49.513,56.04,72.096,-44.298,33.344,57.992,66.941,64.941,41.509,23.454,"ABLA","Y2020"
"PR__ABLA.043_03444","AB19_20",7,19.774,17.285,15.347,15.081,15.603,10.155,13.398,46.473,58.063,74.137,27.418,34.312,59.763,68.434,67.106,45.41,-41.998,"ABLA","Y2020"
